date	post_url	video_url
2021-05-11	http://news.gdmztv.com/2021/281410.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/11/d5370108407f4adab85033f9d4371d01/h264_1200k_mp4.mp4
2021-05-12	http://news.gdmztv.com/2021/281480.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/12/251d4791583f4f0483bd21117221651d/h264_1200k_mp4.mp4
2021-05-13	http://news.gdmztv.com/2021/281541.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/13/646123f49a7c4897baf9e7f7ad7d0f4d/h264_1200k_mp4.mp4
2021-05-14	http://news.gdmztv.com/2021/281610.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/14/5c4138764c2849bb8e2e750de59da8b5/h264_1200k_mp4.mp4
2021-05-15	http://news.gdmztv.com/2021/281659.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/15/ed872baea73b4a4cb7190b103741f6e5/h264_1200k_mp4.mp4
2021-05-16	http://news.gdmztv.com/2021/281682.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/16/96eee07dc0834910ab7d3271686d34ee/h264_1200k_mp4.mp4
2021-05-17	http://news.gdmztv.com/2021/281760.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/17/58cac9a1dc9e4da39fb3622eff13f8c9/h264_1200k_mp4.mp4
2021-05-18	http://news.gdmztv.com/2021/281821.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/18/5da7fda04dca4646b571c610d9086514/h264_1200k_mp4.mp4
2021-05-19	http://news.gdmztv.com/2021/281883.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/19/5b02f15c088c4fa48cd91fa78eeab3a2/h264_1200k_mp4.mp4
2021-05-20	http://news.gdmztv.com/2021/281966.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/20/8d68334462bb444797cea940265c56a9/h264_1200k_mp4.mp4
2021-05-21	http://news.gdmztv.com/2021/282035.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/21/e58c5457d2344176b595e7619c33656d/h264_1200k_mp4.mp4
2021-05-22	http://news.gdmztv.com/2021/282073.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/22/5b51471666bb475d85e89f324bc08a90/h264_1200k_mp4.mp4
